REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS
201730229,8/17/2017,1853,FRAUD/FALSE PRETENSES/SWINDLE,0 BLK WAKEFIELD RD
201756538,8/17/2017,1936,DAMAGE PROPERTY,300 BLK CHARLES ST
201756541,8/17/2017,1938,SIMPLE ASSAULT,100 BLK MOTOKA DR
201756537,8/17/2017,2001,JUVENILE - RUNAWAY,6900 BLK ROANOKE AVE
201756539,8/17/2017,2018,DAMAGE PROPERTY,700 BLK 23RD ST
201756540,8/17/2017,2042,LEAVING THE SCENE,DILIGENCE DR / J CLYDE MORRIS BLVD
201730232,8/17/2017,2103,DAMAGE PROPERTY,#Error
201756542,8/17/2017,2157,HOMICIDE/MURDER,7400 BLK RIVER RD
201756542,8/17/2017,2157,WEAPON OFFENSE,7400 BLK RIVER RD
201756543,8/17/2017,2244,PROSTITUTION,36TH ST / JEFFERSON AVE
201756544,8/17/2017,2331,DRUG/NARCOTICS OFFENSES,33RD ST / MARSHALL AVE
201756544,8/17/2017,2331,PROSTITUTION,33RD ST / MARSHALL AVE
201756545,8/17/2017,2337,WEAPON OFFENSE,300 BLK CHARLES ST
201730233,8/17/2017,2337,VEH RECOVERY(OUT OF JURIS),600 BLK 79TH ST
201756546,8/18/2017,0017,DRUG/NARCOTICS OFFENSES,100 BLK AMERICANA DR
201756548,8/18/2017,0032,WEAPON OFFENSE,500 BLK BELLWOOD RD
201756547,8/18/2017,0051,PROSTITUTION,800 BLK 29TH ST
201756549,8/18/2017,0133,PROSTITUTION,27TH ST / MADISON AVE
201756551,8/18/2017,0145,WEAPON OFFENSE,500 BLK J CLYDE MORRIS BLVD
201756550,8/18/2017,0201,DRUG/NARCOTICS OFFENSES,29TH ST / MARSHALL AVE
201756550,8/18/2017,0201,PROSTITUTION,29TH ST / MARSHALL AVE
201730234,8/18/2017,0308,DRUG/NARCOTICS OFFENSES,28TH ST / MADISON AVE
201756552,8/18/2017,0338,SIMPLE ASSAULT,300 BLK THORNCLIFF DR
201756553,8/18/2017,0354,DAMAGE PROPERTY,MERCER LN / WARWICK BLVD
201756554,8/18/2017,0521,NEGLECT CHILD,13000 BLK WARWICK BLVD
201756554,8/18/2017,0521,SHOPLIFTING,13000 BLK WARWICK BLVD
201756555,8/18/2017,0757,THEFT PARTS FROM VEHICLE,17TH ST / JEFFERSON AVE
201730236,8/18/2017,0853,THEFT FROM COIN OPERATED MACHINE,5900 BLK JEFFERSON AVE
201730236,8/18/2017,0853,DAMAGE PROPERTY,5900 BLK JEFFERSON AVE
201756556,8/18/2017,0908,DRUG/NARCOTICS OFFENSES,DWIGHT RD / HARPERSVILLE RD
201730237,8/18/2017,0934,DAMAGE PROPERTY,13300 BLK WARWICK SPRINGS DR
201730238,8/18/2017,0950,THEFT FROM VEHICLE,0 BLK KENDALL DR
201730239,8/18/2017,1033,ANNOYING PHONE CALLS,500 BLK CHANTICLAR CT
201756558,8/18/2017,1033,SUICIDE,700 BLK GALLEON DR
201756559,8/18/2017,1111,LARCENY,700 BLK J CLYDE MORRIS BLVD
201730240,8/18/2017,1138,FORGERY/COUNTERFEITING,2400 BLK WASHINGTON AVE
201730241,8/18/2017,1150,DRUG/NARCOTICS OFFENSES,800 BLK HARPERSVILLE RD
201730242,8/18/2017,1211,INTIMIDATION,7100 BLK ORCUTT AVE
201756561,8/18/2017,1211,VEH RECOVERY(OUT OF JURIS),14800 BLK WARWICK BLVD
201730243,8/18/2017,1222,LARCENY,700 BLK WATERFRONT CIR
201756560,8/18/2017,1224,EMBEZZLE,11000 BLK JEFFERSON AVE
201730245,8/18/2017,1240,THEFT FROM VEHICLE,400 BLK NELSON DR
201730246,8/18/2017,1247,UNAUTHORIZED USE OF VEHICLE,J CLYDE MORRIS BLVD / OLD OYSTER POINT RD
201730249,8/18/2017,1505,LEAVING THE SCENE,14300 BLK WARWICK BLVD
201756562,8/18/2017,1506,SIMPLE ASSAULT,13200 BLK WARWICK BLVD
201730250,8/18/2017,1513,THEFT PARTS FROM VEHICLE,800 BLK 25TH ST
201730251,8/18/2017,1523,LARCENY,0 BLK GREEN CT
201756563,8/18/2017,1617,SHOPLIFTING,600 BLK NEWMARKET DR N
201756564,8/18/2017,1629,BURGLARY/B & E,600 BLK 50TH ST
201730252,8/18/2017,1634,DRUG/NARCOTICS OFFENSES,200 BLK 26TH ST
201730253,8/18/2017,1722,DRUG/NARCOTICS OFFENSES,J CLYDE MORRIS BLVD / OLD OYSTER POINT RD
201756566,8/18/2017,1740,LEAVING THE SCENE,700 BLK CITY CENTER BLVD
201730254,8/18/2017,1746,DRUG/NARCOTICS OFFENSES,DILLWYN DR / LUCAS CREEK RD
201756568,8/18/2017,1757,SIMPLE ASSAULT,13300 BLK DE WALD CIR
201730255,8/18/2017,1758,LEAVING THE SCENE,15400 BLK WARWICK BLVD
201730256,8/18/2017,1809,LEAVING THE SCENE,17200 BLK WARWICK BLVD
201756567,8/18/2017,1820,LEAVING THE SCENE,HICKORY POINT BLVD / WARWICK BLVD
201756569,8/18/2017,1830,SIMPLE ASSAULT,1000 BLK MYRTLE CT
201730258,8/18/2017,1924,LARCENY,300 BLK KASS CT
201730259,8/18/2017,1934,DAMAGE PROPERTY,100 BLK N REDWOOD CT
201756570,8/18/2017,1948,HIT AND RUN,32ND ST / HUNTINGTON AVE
201756573,8/18/2017,2011,SIMPLE ASSAULT,100 BLK ELECTRA DR
201756571,8/18/2017,2020,SIMPLE ASSAULT,500 BLK J CLYDE MORRIS BLVD
201756572,8/18/2017,2046,AGGRAVATED ASSAULT,35TH ST / CHESTNUT AVE
201730260,8/18/2017,2156,LEAVING THE SCENE,100 BLK CHRISTIAN ST
201756574,8/18/2017,2159,TAMPERING WITH AUTO,0 BLK HARPERSVILLE RD
201756575,8/18/2017,2310,SHOPLIFTING,6100 BLK JEFFERSON AVE
201756575,8/18/2017,2310,FRAUD - IMPERSONATE,6100 BLK JEFFERSON AVE
201756577,8/18/2017,2318,OVERDOSE,5600 BLK YORK CIR
201756576,8/18/2017,2323,CURFEW,BLOUNT POINT RD / MACIRVIN DR
201756582,8/18/2017,2348,CURFEW,0 BLK HEATHER LN
201756578,8/19/2017,0007,DRUG/NARCOTICS OFFENSES,JEFFERSON AVE / LOFTIS BLVD
201756584,8/19/2017,0017,AGGRAVATED ASSAULT,12400 BLK JEFFERSON AVE
201756581,8/19/2017,0024,DRUG/NARCOTICS OFFENSES,16TH ST / ROLFE PL
201756579,8/19/2017,0043,CURFEW,0 BLK RIVER PALMS RD
201756583,8/19/2017,0113,SIMPLE ASSAULT,500 BLK ADAMS DR
201756580,8/19/2017,0140,KIDNAP/ABDUCTION,1900 BLK MUSKET RD
201756585,8/19/2017,0153,SIMPLE ASSAULT,700 BLK BRIGSTOCK CIR
201730262,8/19/2017,0208,DAMAGE PROPERTY,4700 BLK CHESTNUT AVE
201756586,8/19/2017,0233,LEAVING THE SCENE,HARPERSVILLE RD / J CLYDE MORRIS BLVD
201756587,8/19/2017,0234,BURGLARY/B & E,800 BLK 14TH ST
201730263,8/19/2017,0401,DAMAGE PROPERTY,2800 BLK WEST AVE
201756588,8/19/2017,0517,AGGRAVATED ASSAULT,300 BLK GAYLOR LN
201756589,8/19/2017,0632,TAMPERING WITH AUTO,700 BLK 26TH ST
201730264,8/19/2017,0709,TAMPERING WITH AUTO,0 BLK MIDDLESEX RD
201756590,8/19/2017,0819,LARCENY,300 BLK BEECHMONT DR
201730265,8/19/2017,0853,THEFT FROM VEHICLE,300 BLK HIDENWOOD DR
201730266,8/19/2017,0857,DAMAGE PROPERTY,700 BLK 29TH ST
201730267,8/19/2017,1004,THEFT FROM VEHICLE,300 BLK HIDENWOOD DR
201730268,8/19/2017,1004,VEHICLE THEFT,0 BLK RIVERLANDS DR
201756591,8/19/2017,1115,SIMPLE ASSAULT,1100 BLK 28TH ST
201730271,8/19/2017,1133,THEFT PARTS FROM VEHICLE,500 BLK BELLWOOD RD
201730272,8/19/2017,1147,LARCENY,5500 BLK CHESTNUT AVE
201730273,8/19/2017,1204,FRAUD - IMPERSONATE,0 BLK HIDEN BLVD
201756592,8/19/2017,1227,SUICIDE,600 BLK NEWMAN DR
201756593,8/19/2017,1307,DECEASED PERSON,900 BLK MARCUS DR
201730276,8/19/2017,1319,LARCENY,900 BLK J CLYDE MORRIS BLVD
201756596,8/19/2017,1321,SIMPLE ASSAULT,4000 BLK CAMPBELL RD
201756596,8/19/2017,1321,WEAPON OFFENSE,4000 BLK CAMPBELL RD
201756595,8/19/2017,1330,UNAUTHORIZED USE OF VEHICLE,700 BLK WATERFRONT CIR
201730278,8/19/2017,1341,DAMAGE PROPERTY,400 BLK LOGAN PL
201730279,8/19/2017,1353,SHOPLIFTING,5900 BLK JEFFERSON AVE
201756599,8/19/2017,1423,DRUG/NARCOTICS OFFENSES,11800 BLK JEFFERSON AVE
201756599,8/19/2017,1423,KIDNAP/ABDUCTION,11800 BLK JEFFERSON AVE
201756599,8/19/2017,1423,WEAPON OFFENSE,11800 BLK JEFFERSON AVE
201756597,8/19/2017,1445,WEAPON OFFENSE,13100 BLK WARWICK BLVD
201756597,8/19/2017,1445,ROBBERY,13100 BLK WARWICK BLVD
201730280,8/19/2017,1457,VEHICLE THEFT,2600 BLK WEST AVE
201710011,8/19/2017,1543,THEFT FROM VEHICLE,RIVER RD
201730281,8/19/2017,1619,SHOPLIFTING,300 BLK OYSTER POINT RD
201730282,8/19/2017,1621,SHOPLIFTING,12000 BLK JEFFERSON AVE
201756598,8/19/2017,1655,DAMAGE PROPERTY,700 BLK JUNIPER DR
201730284,8/19/2017,1735,DRUG/NARCOTICS OFFENSES,11800 BLK JEFFERSON AVE
201756601,8/19/2017,1742,AGGRAVATED ASSAULT,14700 BLK WARWICK BLVD
201730283,8/19/2017,1803,TAMPERING WITH AUTO,400 BLK LESTER RD
201756600,8/19/2017,1819,LARCENY,12400 BLK JEFFERSON AVE
201756602,8/19/2017,2022,SIMPLE ASSAULT,200 BLK WHITE STONE CT
201756603,8/19/2017,2038,LARCENY,12100 BLK JEFFERSON AVE
201756605,8/19/2017,2052,JUVENILE - RUNAWAY,900 BLK SOUTH AVE
201730285,8/19/2017,2053,LARCENY,400 BLK THORNCLIFF DR
201756606,8/19/2017,2105,LEAVING THE SCENE,12300 BLK JEFFERSON AVE
201730286,8/19/2017,2112,DRUG/NARCOTICS OFFENSES,11800 BLK JEFFERSON AVE
201756604,8/19/2017,2112,SHOPLIFTING,12000 BLK JEFFERSON AVE
201756608,8/19/2017,2125,DAMAGE PROPERTY,800 BLK OLD OYSTER POINT RD
201756608,8/19/2017,2125,WEAPON OFFENSE,800 BLK OLD OYSTER POINT RD
201756607,8/19/2017,2155,LARCENY,200 BLK MONTICELLO CT
201756612,8/19/2017,2205,SIMPLE ASSAULT,300 BLK DEPUTY LN
201756609,8/19/2017,2239,SIMPLE ASSAULT,100 BLK KENDALL DR
201730287,8/19/2017,2240,FORGERY/COUNTERFEITING,13100 BLK JEFFERSON AVE
201756610,8/19/2017,2258,WEAPON OFFENSE,400 BLK SPRATLEY CIR
201756610,8/19/2017,2258,DAMAGE PROPERTY,400 BLK SPRATLEY CIR
201756611,8/19/2017,2306,DECEASED PERSON,5900 BLK ANDREW PL
201756613,8/19/2017,2331,DRUG/NARCOTICS OFFENSES,16TH ST / ROANOKE AVE
201756613,8/19/2017,2331,WEAPON OFFENSE,16TH ST / ROANOKE AVE
201756614,8/20/2017,0014,DRUG/NARCOTICS OFFENSES,12900 BLK JEFFERSON AVE
201756618,8/20/2017,0104,TAMPERING WITH AUTO,13200 BLK RIDGEVIEW DR
201756615,8/20/2017,0118,LARCENY,15400 BLK WARWICK BLVD
201756615,8/20/2017,0118,CURFEW,15400 BLK WARWICK BLVD
201756616,8/20/2017,0141,AGGRAVATED ASSAULT,1100 BLK 39TH ST
201756616,8/20/2017,0141,WEAPON OFFENSE,1100 BLK 39TH ST
201756616,8/20/2017,0141,DAMAGE PROPERTY,1100 BLK 39TH ST
201730288,8/20/2017,0218,WEAPON OFFENSE,76TH ST / LASSITER DR
201730288,8/20/2017,0218,DAMAGE PROPERTY,76TH ST / LASSITER DR
201756617,8/20/2017,0251,WEAPON OFFENSE,33RD ST / ROANOKE AVE
201756617,8/20/2017,0251,AGGRAVATED ASSAULT,33RD ST / ROANOKE AVE
201756620,8/20/2017,0326,LARCENY,1200 BLK 75TH ST
201756619,8/20/2017,0355,DAMAGE PROPERTY,0 BLK LENORA DR
201756619,8/20/2017,0355,SIMPLE ASSAULT,0 BLK LENORA DR
201756621,8/20/2017,0424,DAMAGE PROPERTY,400 BLK BRYAN CT
201730289,8/20/2017,0540,OVERDOSE,13200 BLK AQUEDUCT DR
201730290,8/20/2017,0632,WEAPON OFFENSE,800 BLK SHIELDS RD
201730290,8/20/2017,0632,CURFEW,800 BLK SHIELDS RD
201730292,8/20/2017,0703,THEFT FROM VEHICLE,100 BLK BLAIR AVE
201730295,8/20/2017,0708,CURFEW,800 BLK SHIELDS RD
201730295,8/20/2017,0708,WEAPON OFFENSE,800 BLK SHIELDS RD
201756622,8/20/2017,0710,SIMPLE ASSAULT,200 BLK 25TH ST
201730293,8/20/2017,0716,THEFT PARTS FROM VEHICLE,1000 BLK 28TH ST
201730294,8/20/2017,0741,CURFEW,800 BLK SHIELDS RD
201730296,8/20/2017,0809,DAMAGE PROPERTY,400 BLK STALLINGS CT
201730296,8/20/2017,0809,TAMPERING WITH AUTO,400 BLK STALLINGS CT
201730296,8/20/2017,0809,THEFT FROM VEHICLE,400 BLK STALLINGS CT
201756623,8/20/2017,0828,SIMPLE ASSAULT,900 BLK LUCAS CREEK RD
201730297,8/20/2017,0829,LARCENY,800 BLK LASSITER DR
201730298,8/20/2017,0920,TAMPERING WITH AUTO,400 BLK LESTER RD
201730299,8/20/2017,0938,LARCENY,6100 BLK JEFFERSON AVE
201756625,8/20/2017,0955,DRUG/NARCOTICS OFFENSES,1000 BLK 24TH ST
201756626,8/20/2017,1011,MISSING PERSON,300 BLK HELENA DR
201756627,8/20/2017,1017,SIMPLE ASSAULT,2700 BLK OAK AVE
201730300,8/20/2017,1020,THEFT FROM VEHICLE,100 BLK ANNETTE CT
201756630,8/20/2017,1124,ALL OTHER OFFENSES,100 BLK KENDALL DR
201756629,8/20/2017,1206,SIMPLE ASSAULT,100 BLK LOCHAVEN DR
201756629,8/20/2017,1206,ALL OTHER OFFENSES,100 BLK LOCHAVEN DR
201756628,8/20/2017,1226,AGGRAVATED ASSAULT,100 BLK REPUBLIC RD
201730302,8/20/2017,1241,VEHICLE THEFT,800 BLK OLD OYSTER POINT RD
201756631,8/20/2017,1258,LARCENY,10700 BLK WARWICK BLVD
201730303,8/20/2017,1334,ANNOYING PHONE CALLS,100 BLK OSPREY WAY
201756632,8/20/2017,1341,SIMPLE ASSAULT,1400 BLK 19TH ST
201730304,8/20/2017,1355,VEHICLE THEFT,7400 BLK RIVER RD
201756635,8/20/2017,1421,INTIMIDATION,6100 BLK JEFFERSON AVE
201756634,8/20/2017,1422,SIMPLE ASSAULT,100 BLK LOUISE DR
201756634,8/20/2017,1422,WEAPON OFFENSE,100 BLK LOUISE DR
201756636,8/20/2017,1444,DAMAGE PROPERTY,JEFFERSON AVE / MAURY AVE
201730305,8/20/2017,1507,LEAVING THE SCENE,100 BLK CHRISTIAN ST
201730306,8/20/2017,1615,VEHICLE THEFT,0 BLK NUTMEG QUARTER PL
201756637,8/20/2017,1628,DAMAGE PROPERTY,16TH ST / CHESTNUT AVE
201756637,8/20/2017,1628,THEFT FROM VEHICLE,16TH ST / CHESTNUT AVE
201756640,8/20/2017,1701,BURGLARY/B & E,0 BLK ATKINS LN
201756638,8/20/2017,1707,DRUG/NARCOTICS OFFENSES,800 BLK DARDEN DR
201756638,8/20/2017,1707,LARCENY,800 BLK DARDEN DR
201756633,8/20/2017,1711,WEAPON OFFENSE,76TH ST / MYTILENE DR
201756633,8/20/2017,1711,ROBBERY,76TH ST / MYTILENE DR
201756641,8/20/2017,1806,DAMAGE PROPERTY,12000 BLK WATERMAN DR
201730308,8/20/2017,1835,LARCENY,700 BLK 27TH ST
201730309,8/20/2017,1836,LEAVING THE SCENE,700 BLK J CLYDE MORRIS BLVD
201756643,8/20/2017,1859,AGGRAVATED ASSAULT,0 BLK BERNARDINE DR
201756642,8/20/2017,1900,AGGRAVATED ASSAULT,1000 BLK 29TH ST
201756644,8/20/2017,1921,SIMPLE ASSAULT,1000 BLK 34TH ST
201730310,8/20/2017,1927,THEFT PARTS FROM VEHICLE,400 BLK GOOSE CIR
201730312,8/20/2017,2021,FORGERY/COUNTERFEITING,100 BLK LINBROOK DR
201730313,8/20/2017,2218,WEAPON OFFENSE,14300 BLK WARWICK BLVD
201730313,8/20/2017,2218,DAMAGE PROPERTY,14300 BLK WARWICK BLVD
201756646,8/20/2017,2223,SIMPLE ASSAULT,600 BLK MCLAW DR
201756647,8/21/2017,0148,DRUG/NARCOTICS OFFENSES,DALE BRYAN LN / ENTERPRISE DR
201756649,8/21/2017,0247,CPS REFERRAL,BLAND BLVD / CHATHAM DR
201756648,8/21/2017,0300,LARCENY,800 BLK 35TH ST
201730314,8/21/2017,0345,SHOPLIFTING,16900 BLK WARWICK BLVD
201730315,8/21/2017,0646,DAMAGE PROPERTY,1400 BLK VENTURA WAY
201732912,8/21/2017,0817,DECEASED PERSON,1100 BLK 24TH ST
201730316,8/21/2017,0820,THEFT FROM VEHICLE,900 BLK RUSSELL CT W
201730317,8/21/2017,0911,LARCENY,10700 BLK JEFFERSON AVE
201756651,8/21/2017,0927,LARCENY,12600 BLK WARWICK BLVD
201730318,8/21/2017,0943,WEAPON OFFENSE,300 BLK POST CANYON CT
201730318,8/21/2017,0943,DAMAGE PROPERTY,300 BLK POST CANYON CT
201730319,8/21/2017,1001,DAMAGE PROPERTY,300 BLK ST THOMAS DR
201730320,8/21/2017,1019,THEFT FROM VEHICLE,500 BLK KINGS CT
201730323,8/21/2017,1040,SIMPLE ASSAULT,500 BLK AYRSHIRE WAY
201730323,8/21/2017,1040,DAMAGE PROPERTY,500 BLK AYRSHIRE WAY
201730325,8/21/2017,1126,LARCENY,4700 BLK CHESTNUT AVE
201730326,8/21/2017,1151,FRAUD-ILLEGAL USE CREDIT CARD/ATM,3700 BLK MARSHALL AVE
201730327,8/21/2017,1154,THEFT FROM VEHICLE,0 BLK HERITAGE WAY
201730328,8/21/2017,1159,FRAUD-ILLEGAL USE CREDIT CARD/ATM,2600 BLK MARSHALL AVE
201730481,8/21/2017,1300,VEH RECOVERY(OUT OF JURIS),200 BLK POCAHANTAS DR
201730331,8/21/2017,1342,FRAUD - IMPERSONATE,0 BLK DEBORAH LN
201756652,8/21/2017,1405,SHOPLIFTING,1900 BLK JEFFERSON AVE
201730334,8/21/2017,1414,LARCENY,600 BLK SUN CT
201730335,8/21/2017,1420,DAMAGE PROPERTY,700 BLK JUNIPER DR
201756654,8/21/2017,1429,BURGLARY/B & E,400 BLK MARYLE CT
201756653,8/21/2017,1440,LARCENY,1200 BLK 31ST ST
201730337,8/21/2017,1513,SHOPLIFTING,300 BLK CHATHAM DR
201756655,8/21/2017,1531,LARCENY,29TH ST / WICKHAM AVE
201756478,8/21/2017,1619,HIT AND RUN,FORT EUSTIS BLVD / W I 64 250 OFF RAMP
201730339,8/21/2017,1621,DAMAGE PROPERTY,30TH ST / WEST AVE
201730340,8/21/2017,1725,LEAVING THE SCENE,800 BLK PAN CT
201756658,8/21/2017,1800,DRUG/NARCOTICS OFFENSES,33RD ST / ROANOKE AVE
201730341,8/21/2017,1802,LARCENY,600 BLK CHATSWORTH DR
201730354,8/21/2017,1812,INTIMIDATION,2500 BLK HUNTINGTON AVE
201756659,8/21/2017,1815,BURGLARY/B & E,900 BLK IVY AVE
201756657,8/21/2017,1816,DRUG/NARCOTICS OFFENSES,3200 BLK MARSHALL AVE
201756660,8/21/2017,1843,FRAUD/FALSE PRETENSES/SWINDLE,3500 BLK MARSHALL AVE
201756661,8/21/2017,1848,SIMPLE ASSAULT,0 BLK TEARDROP LN
201756662,8/21/2017,1942,WEAPON OFFENSE,100 BLK TILLERSON DR
201756662,8/21/2017,1942,DAMAGE PROPERTY,100 BLK TILLERSON DR
201730343,8/21/2017,1955,FORGERY/COUNTERFEITING,11200 BLK JEFFERSON AVE
201730343,8/21/2017,1955,LARCENY,11200 BLK JEFFERSON AVE
201756663,8/21/2017,2018,LARCENY,2600 BLK JEFFERSON AVE
201730344,8/21/2017,2038,THEFT FROM BUILDING,12400 BLK JEFFERSON AVE
201730345,8/21/2017,2058,FRAUD - IMPERSONATE,200 BLK ARTHUR WAY
201756664,8/21/2017,2100,FRAUD/FALSE PRETENSES/SWINDLE,12500 BLK JEFFERSON AVE
201756665,8/21/2017,2131,SIMPLE ASSAULT,100 BLK SPRINGHOUSE WAY
201730346,8/21/2017,2148,VEHICLE THEFT,400 BLK ST EGNATIOS DR
201730347,8/21/2017,2337,SIMPLE ASSAULT,200 BLK 25TH ST
201756692,8/22/2017,0001,SIMPLE ASSAULT,100 BLK RIVERMONT DR
201730348,8/22/2017,0022,FRAUD - IMPERSONATE,900 BLK J CLYDE MORRIS BLVD
201730349,8/22/2017,0027,FRAUD - IMPERSONATE,11700 BLK JEFFERSON AVE
201730350,8/22/2017,0034,INTIMIDATION,200 BLK 25TH ST
201730351,8/22/2017,0254,DAMAGE PROPERTY,0 BLK TALL PINES WAY
201756666,8/22/2017,0300,SIMPLE ASSAULT,700 BLK ALBEMARLE CIR
201730352,8/22/2017,0441,THEFT FROM VEHICLE,900 BLK MARCUS DR
201730353,8/22/2017,0447,DAMAGE PROPERTY,5400 BLK FAIRFAX AVE
201756668,8/22/2017,0516,SIMPLE ASSAULT,1100 BLK 34TH ST
201756671,8/22/2017,0559,THEFT FROM VEHICLE,500 BLK CORAL KEY PL
201756669,8/22/2017,0603,TAMPERING WITH AUTO,800 BLK WOODS RD
201756669,8/22/2017,0603,TRESPASSING,800 BLK WOODS RD
201730355,8/22/2017,0704,ROBBERY,500 BLK RANDOLPH RD
201756670,8/22/2017,0745,AGGRAVATED ASSAULT,300 BLK 73RD ST
201730356,8/22/2017,0823,THEFT FROM VEHICLE,500 BLK CORAL CT
201730357,8/22/2017,0828,LARCENY,FORREST DR / J CLYDE MORRIS BLVD
201756672,8/22/2017,0937,DRUG/NARCOTICS OFFENSES,FREEDOM WAY / JEFFERSON AVE
201730360,8/22/2017,0954,THEFT FROM VEHICLE,5900 BLK WICKHAM AVE
201730367,8/22/2017,0954,FRAUD-ILLEGAL USE CREDIT CARD/ATM,2600 BLK JEFFERSON AVE
201730369,8/22/2017,0954,FRAUD-ILLEGAL USE CREDIT CARD/ATM,3400 BLK JEFFERSON AVE
201730362,8/22/2017,0954,FRAUD-ILLEGAL USE CREDIT CARD/ATM,2600 BLK JEFFERSON AVE
201730361,8/22/2017,1008,FRAUD - IMPERSONATE,0 BLK EVELYN DR
201756673,8/22/2017,1043,SIMPLE ASSAULT,1100 BLK 24TH ST
201756674,8/22/2017,1100,DAMAGE PROPERTY,2500 BLK CHESTNUT AVE
201756674,8/22/2017,1100,LARCENY,2500 BLK CHESTNUT AVE
201730366,8/22/2017,1103,EMBEZZLE,400 BLK TURLINGTON RD
201730370,8/22/2017,1136,CPS REFERRAL,400 BLK RIVERS RIDGE CIR
201730371,8/22/2017,1149,TAMPERING WITH AUTO,5400 BLK FAIRFAX AVE
201730372,8/22/2017,1338,FRAUD - IMPERSONATE,500 BLK HARPERSVILLE RD
201756676,8/22/2017,1427,DAMAGE PROPERTY,3200 BLK ORCUTT AVE
201730373,8/22/2017,1501,FRAUD - IMPERSONATE,1000 BLK 79TH ST
201756678,8/22/2017,1512,LEAVING THE SCENE,800 BLK BRIGHTON LN
201756678,8/22/2017,1512,VEHICLE THEFT,800 BLK BRIGHTON LN
201730374,8/22/2017,1546,THEFT FROM VEHICLE,500 BLK COLLINWOOD PL
201730375,8/22/2017,1550,LARCENY,0 BLK MAPLE AVE
201730376,8/22/2017,1650,LARCENY,500 BLK SEVERN RD
201756679,8/22/2017,1715,SIMPLE ASSAULT,2300 BLK CHESTNUT AVE
201730377,8/22/2017,1807,TAMPERING WITH AUTO,600 BLK 74TH ST
201756683,8/22/2017,1837,JUVENILE - RUNAWAY,600 BLK ELLEN RD
201756682,8/22/2017,1915,BURGLARY/B & E,700 BLK LEONARD LN
201730379,8/22/2017,1941,ANNOYING PHONE CALLS,800 BLK BELVOIR CIR
201730380,8/22/2017,2004,SHOPLIFTING,10800 BLK WARWICK BLVD
201730381,8/22/2017,2013,LARCENY,100 BLK GWYNN CIR
201756684,8/22/2017,2046,BURGLARY/B & E,300 BLK KASS CT
201756685,8/22/2017,2108,SHOPLIFTING,10800 BLK WARWICK BLVD
201756686,8/22/2017,2113,SIMPLE ASSAULT,12000 BLK WARWICK BLVD
201756680,8/22/2017,2120,DRUG/NARCOTICS OFFENSES,700 BLK WATERFRONT CIR
201730382,8/22/2017,2126,DRUG/NARCOTICS OFFENSES,22ND ST / PARISH AVE
201730383,8/22/2017,2133,DRUG/NARCOTICS OFFENSES,25TH ST / JEFFERSON AVE
201730384,8/22/2017,2144,LARCENY,1300 BLK 26TH ST
201730385,8/22/2017,2154,ANNOYING PHONE CALLS,800 BLK LANCASTER LN
201756688,8/22/2017,2206,SIMPLE ASSAULT,5300 BLK CHESTNUT AVE
201756687,8/22/2017,2222,LARCENY,1100 BLK 34TH ST
201756689,8/22/2017,2316,SIMPLE ASSAULT,200 BLK POINTER CIR
201756690,8/22/2017,2321,DRUG/NARCOTICS OFFENSES,16TH ST / OAK AVE
201756691,8/22/2017,2335,ANNOYING PHONE CALLS,0 BLK ROFFMAN PL
201730386,8/22/2017,2339,UNAUTHORIZED USE OF VEHICLE,100 BLK MOTOKA DR
201756693,8/23/2017,0458,SIMPLE ASSAULT,100 BLK CANDLEWOOD WAY
201730388,8/23/2017,0542,LARCENY,700 BLK J CLYDE MORRIS BLVD
201730389,8/23/2017,0641,DAMAGE PROPERTY,300 BLK ST THOMAS DR
201730389,8/23/2017,0641,THEFT FROM VEHICLE,300 BLK ST THOMAS DR
201730390,8/23/2017,0717,THEFT FROM VEHICLE,300 BLK ST THOMAS DR
201730391,8/23/2017,0720,TAMPERING WITH AUTO,900 BLK MARCUS DR
201756694,8/23/2017,0742,LARCENY,0 BLK PARK AVE
201756695,8/23/2017,0801,DAMAGE PROPERTY,500 BLK OSCAR LOOP
201730392,8/23/2017,0817,THEFT FROM VEHICLE,900 BLK MARCUS DR
201730393,8/23/2017,0824,THEFT FROM VEHICLE,700 BLK MCLAWHORNE DR
201756696,8/23/2017,0832,DAMAGE PROPERTY,700 BLK ADAMS DR
201730394,8/23/2017,0841,THEFT FROM VEHICLE,900 BLK MARCUS DR
201710012,8/23/2017,0900,THEFT FROM VEHICLE,1100 BLK 44TH ST
201756697,8/23/2017,0915,SIMPLE ASSAULT,1100 BLK 18TH ST
201756699,8/23/2017,0929,THEFT FROM BUILDING,600 BLK SUMMER DAY CT
201730404,8/23/2017,0930,DAMAGE PROPERTY,100 BLK MAXWELL LN
201730397,8/23/2017,0940,DAMAGE PROPERTY,100 BLK REXFORD DR E
201730398,8/23/2017,0942,LARCENY,11900 BLK JEFFERSON AVE
201730399,8/23/2017,0953,DAMAGE PROPERTY,500 BLK CORAL KEY PL
201730401,8/23/2017,1007,THEFT FROM BUILDING,12400 BLK JEFFERSON AVE
201730402,8/23/2017,1011,LARCENY,400 BLK CROSSINGS CT
201730405,8/23/2017,1017,FRAUD/FALSE PRETENSES/SWINDLE,600 BLK STONEY CREEK LN
201730406,8/23/2017,1049,FRAUD - IMPERSONATE,100 BLK PLEASANT CT
